track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
4KID9HaJFhbaTnZFV8X0JI,George Jones,22 Early Starday Recordings,Maybe Little Baby,20,122440,False,0.581,0.75,9,-8.81,1,0.0453,0.906,0.00166,0.147,0.845,96.184,4,honky-tonk
39oaNtdAIOrkUIaVqCz2Z5,Mike Dunn;Saison,Defected Presents Most Rated Ibiza 2022,It's A Groove Thang - Saison Remix,8,213407,False,0.626,0.884,10,-9.417,0,0.0749,0.12,0.325,0.367,0.301,123.938,4,chicago-house
5VQlOPJ5WE6J2zqqG9lqz0,Monolake,Ghosts,Toku,13,342306,False,0.441,0.433,1,-20.228,1,0.105,0.00526,0.591,0.109,0.4,139.048,4,idm
43it2uOXLmBC0lHDAmWrU1,Almo X,Night Shift,Beach at Midnight,27,108148,False,0.634,0.215,0,-14.554,1,0.0354,0.759,0.913,0.109,0.123,80.942,4,study
7aUpz4xUIt70v0Q6kXEP2T,Will Roland;George Salazar;Be More Chill,Be More Chill (Original Broadway Cast Recording),Two-Player Game,22,242732,False,0.59,0.616,2,-7.261,1,0.133,0.145,0.0,0.596,0.581,111.685,4,show-tunes
5c0lWlmIyCq7hzBhpZasYL,Jubël,Weekend Vibe,Weekend Vibe,65,166909,False,0.688,0.742,5,-6.363,1,0.0496,0.00912,1.37e-06,0.186,0.74,110.026,4,swedish
0xy0KYvthKi5FbbMF3eFr8,Mauricio Luz,A Bela e a Fera,Canção da Multidão,19,210466,False,0.447,0.551,2,-16.527,0,0.231,0.761,0.0,0.277,0.607,72.551,3,disney
6UcfBPUiBB7ZeQQkwZ8OF5,Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,KEEP IT TO YOURSELF,61,174386,False,0.493,0.607,0,-7.037,1,0.0541,0.637,0.0,0.0921,0.59,132.213,4,singer-songwriter
7xadtLXXW3UvC3jA8V34Qv,Rxseboy,i really miss you,i really miss you,47,142225,True,0.859,0.297,0,-13.967,0,0.11,0.386,1.17e-05,0.144,0.174,108.542,4,sad
1KNQbnpnsyp7lhP5BbPtD0,Onur Can Özcan,Bu Mevsimde,Bu Mevsimde,39,106000,False,0.702,0.373,11,-5.61,0,0.0615,0.864,0.00365,0.0903,0.545,85.074,4,turkish
0EgF9Aer0o9Vyp7t9uIFhX,Mugen Rao,Yenggedi,Yenggedi,41,219373,False,0.67,0.466,4,-6.868,0,0.0363,0.53,0.0,0.0799,0.392,128.023,4,malay
7kXmJwrZGIhDaLT9sNo3ut,The Chemical Brothers,Surrender,Hey Boy Hey Girl,65,290493,False,0.632,0.92,2,-4.976,1,0.0531,0.119,0.508,0.114,0.363,127.001,4,breakbeat
1WfaiA60QqqYIYMmd1IwLR,Ad Dios,Echoes in Stone,Ascending,22,264040,False,0.302,0.229,4,-16.817,1,0.0379,0.785,0.957,0.111,0.158,89.672,3,new-age
3IZfdsQA9zeZZU5O3ESREh,Eddie Santiago;Tito Gomez,"4x4 en Salsa, Vol. 3",Loco por Tu Amor,29,273773,False,0.838,0.89,8,-3.317,1,0.0335,0.619,1.08e-05,0.215,0.927,105.272,4,salsa
4eAQoKm19Z6lPyXzQ18wmj,Tony Anderson,Immanuel,Immanuel,44,864000,False,0.2,0.293,9,-18.901,0,0.0423,0.828,0.899,0.299,0.119,150.167,3,ambient
6VD3viS5Mcmk2P3BzEq3zK,Criolo,Nó na Orelha (Instrumental),Freguês da Meia Noite (Instrumental),15,251346,False,0.538,0.379,7,-10.031,1,0.035,0.222,0.774,0.111,0.533,175.949,4,afrobeat
5m5MfbKRYr51hWN2bfpacp,Mabel,JULMYS,Loneliest Time Of Year,0,202693,False,0.517,0.609,7,-5.702,1,0.0291,0.0631,0.0,0.106,0.239,92.093,4,edm
5ax1MN2MGW0ZJXquCkpuLM,Pat Boone,Pat Boone's Greatest Hits (Reissue),April Love,50,161200,False,0.388,0.169,8,-14.834,1,0.032,0.828,0.0135,0.0812,0.498,91.323,1,rockabilly
4vfIn6AZSepC5Jp6da4o3f,Traditional;The Norwegian Soloists' Choir;Grete Pedersen;Gjermund Larsen;Marco Ambrosini;Sondre Meisfjord,"Veni: Songs of Christmas, Vol. 2","Den bortkomne sauen (Arr. G. Eriksson for 2 Solo Voices, Choir & Chamber Ensemble)",1,214800,False,0.153,0.0763,6,-21.769,0,0.0457,0.977,0.000127,0.0854,0.213,80.259,1,sleep
6ed5sLQN5qlfB9jW8jPz89,Zeca Pagodinho,Acústico - Zeca Pagodinho (Deluxe / Ao Vivo),O Penetra - Ao Vivo No Rio De Janeiro / 2003,37,256293,False,0.668,0.63,2,-10.565,1,0.0848,0.602,0.0,0.76,0.776,102.447,4,samba
26fCISjZeO5BFvGUynB23y,Said The Sky;Caly Bevier,Sentiment,Gold,44,164241,False,0.497,0.442,3,-11.106,1,0.0337,0.728,7.03e-05,0.116,0.158,160.067,4,dub
7kfZ6ZgDHIXPP4Y6EfRSCn,Fluke,Puppy,Snapshot,36,249000,False,0.518,0.878,1,-8.799,0,0.0479,0.000131,0.0207,0.117,0.312,127.052,4,breakbeat
1aUlki7keiQJBpKMmKvvQF,Lee Mack,"Just for Laughs: The Archives, Vol. 50",The Chicken (Jfl 2003),22,242342,False,0.495,0.724,8,-15.182,1,0.949,0.874,0.0,0.876,0.143,164.387,3,comedy
6xOr5ogzqfaxgG0cYQXHDB,Bruno & Barretto;DENNIS,Bumbum Perigoso,Bumbum Perigoso,46,163371,False,0.701,0.91,1,-3.733,0,0.0907,0.627,0.0,0.8,0.729,143.058,4,sertanejo
1fTEzwWiH6F3iGKjITAmtk,George Dalaras;Christos Mastoras,Ta Mousika Genethlia – Duets (Live),I Eleftheri Ki Orei / An Iparhi Logos - Live,22,367053,False,0.59,0.771,4,-7.814,0,0.0571,0.344,1.05e-06,0.698,0.3,98.078,4,guitar
1jFgrIA3dvv2eZwLruIW4G,Astor Piazzolla,Rough Dancer And The Cyclical Night,Prologue - Tango Apasionada,34,110706,False,0.366,0.116,0,-18.619,0,0.0434,0.455,0.745,0.145,0.224,202.564,4,tango
4TeL4qJxtWCYmV3v9ZhkVv,Beenie Man,Monsters Of Dancehall,Year 4,22,192773,False,0.827,0.796,11,-6.219,1,0.334,0.18,0.0,0.317,0.914,97.607,4,j-dance
2T4QfRdhGf1BxKNyLBkE6N,Jhayco;Bad Bunny,Esto me suena a Farra,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,latin
6emFSnI7s0EH1khjaNz2Y4,Celldweller,Celldweller (Deluxe Edition),One Good Reason,49,232986,False,0.433,0.941,1,-5.715,1,0.123,0.000148,0.000354,0.282,0.42,100.24,4,industrial
38TKoPHawUi6MEcz7I4GKh,Charlie Brown Jr.,De 1997 A 2007,Uma Criança Com Seu Olhar,39,251794,False,0.558,0.699,5,-8.608,0,0.0362,0.0657,0.000259,0.161,0.83,152.098,4,hard-rock
4gYotnknfdBl4rlcMJWaFJ,MYRNE;Aviella,Afterdark,Afterdark,54,200000,False,0.608,0.571,4,-5.555,0,0.0537,0.082,0.0104,0.0913,0.263,90.06,4,dub
4EMbIGkzXCbGNF1tpsEvsA,Leng Tch'e,Man Made Predator,Public Enema #1,13,62213,False,0.215,0.988,2,-4.482,1,0.207,1.39e-06,0.64,0.38,0.248,136.377,4,grindcore
37LDjdOlEu8rDJPxIluvTG,Pee Wee Gaskins,Ad Astra Per Aspera,Satir Sarkas,46,236564,False,0.508,0.861,4,-4.271,1,0.0399,0.00354,0.0,0.223,0.586,150.004,4,emo
7yy3QgAa5unQuY2Ulpznbi,YNG Martyr,Ease Off (Slowed & Reverbed),Ease Off - Slowed & Reverbed,50,161750,True,0.744,0.416,1,-14.341,1,0.086,0.0762,0.0,0.115,0.575,120.24,4,sad
1fhDmmuIYvJLL2wwT0POgo,Rata Blanca,La Llave De La Puerta Secreta,"Michell, Odia La Oscuridad",32,278706,False,0.361,0.962,1,-1.299,0,0.0401,0.00374,4.62e-05,0.304,0.43,170.168,4,heavy-metal
1aDCjyFTiY6EG9mbl7HMog,Johnny Stimson;Jeff Bernat;Jesse Barrera,Casual,Casual,60,200037,False,0.53,0.45,7,-10.006,1,0.168,0.393,0.0,0.207,0.412,67.467,4,chill
7BnaUk9XsE7vFb7x93bAbB,Keeno;Alice Gasson,Futurist,Etchings On A Glass Heart,16,269629,False,0.444,0.799,0,-6.65,1,0.0423,0.00461,0.669,0.106,0.0383,175.01,4,drum-and-bass
6toHbX8ivQMvCWuivjlGvX,STU48,風を待つ<Type A>,出航,21,282386,False,0.469,0.923,5,-1.706,1,0.066,0.463,0.0,0.222,0.501,138.1,4,j-idol
7rr6n1NFIcQXCsi43P0YNl,Nawab,Expert Jatt,Expert Jatt,65,199534,False,0.765,0.948,6,-2.816,0,0.199,0.298,0.0,0.0784,0.647,172.038,4,pop
3UPBOL5UtCZmJRwioMkfLD,Sash!;Future Breeze,It's My Life,Encore Une Fois - Future Breeze Edit,62,221160,False,0.663,0.925,9,-6.775,1,0.0449,0.00683,0.703,0.185,0.843,132.687,4,techno
6HtFpYx3yZo9nJNumfn7Ts,Luxtorpeda,ROBAKI,WILKI DWA,36,218680,False,0.363,0.923,8,-4.34,1,0.0728,0.00369,0.0,0.11,0.631,168.416,4,punk-rock
2XMGcpqxIfY1Q6j85wlC43,CoComelon,Nursery Rhymes by CoComelon,The Ant and the Grasshopper,39,156545,False,0.754,0.456,0,-8.718,1,0.0284,0.585,0.0,0.181,0.943,109.971,4,children
4ig3DcNoj3UfPdhL2Rw9J1,Waterparks,FANDOM,Turbulent,66,162577,True,0.532,0.841,4,-4.993,0,0.172,0.0272,0.0,0.136,0.23,172.004,4,punk-rock
2QfiRTz5Yc8DdShCxG1tB2,Chuck Berry,Berry Is On Top,Johnny B. Goode,76,161560,False,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4,blues
3gDMowCL0zgKSKLXQcaCTN,Marc Streitenfeld,Robin Hood (Original Motion Picture Soundtrack),Charge,61,78893,False,0.184,0.525,4,-18.369,0,0.0505,0.864,0.777,0.628,0.1,98.511,3,german
5EWMWm8wdNR5d2mnOoCwSM,Amon Amarth,Versus The World,The Arrival Of The Fimble Winter,20,266120,False,0.0884,0.939,8,-3.531,1,0.0847,3.72e-06,0.844,0.139,0.158,165.487,4,death-metal
7bwaQx5okSokcQQgzWL362,Everything But The Girl,Everything But The Girl,Mine,22,199560,False,0.607,0.634,11,-7.799,0,0.0367,0.106,0.000209,0.115,0.302,128.342,4,trip-hop
6QUrYDqnSpdEuTIsdv0BiR,Nat King Cole,Santa Claus Is Coming To Town,Joy To The World - Remastered 1999,0,84986,False,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,jazz
3KSxP6fx5Fxm4TGAwfLedB,John Wayne;Yuri Lemes;Milton Aguiar,"Aliança, Pt. II","Aliança, Pt. II",26,235624,True,0.406,0.995,6,-1.486,1,0.154,0.00173,2.62e-06,0.24,0.0619,130.466,4,metalcore
7zaaRwq2t9Q4Iev542kjpX,Last Days Of Humanity,Horrific Compositions of Decomposition,Molecular Pathological Epidemiology of Colorectal Neoplasia,12,46420,False,0.211,0.988,5,-4.83,0,0.219,0.000304,0.0364,0.839,0.0928,140.742,1,grindcore
4F2xA29Ea6dt4Nw0yiztvT,Zach Bryan,Oklahoma Smokeshow - Breakout Country,Something in the Orange,1,228013,False,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,3,country
40hwj1erQh41sUVOhpn6QA,George Jones,Walk Through This World With Me,Sweet Thang,9,166786,False,0.69,0.39,0,-8.573,1,0.0349,0.679,0.0,0.1,0.645,113.441,4,honky-tonk
3ZOTcjfTQVbNZ8Aywsz0g8,MC Joãozinho VT;MC Ryan SP;DJ BOY;DJ 900,Coração na Revoada,Coração na Revoada,49,210000,False,0.599,0.535,0,-4.026,0,0.231,0.277,0.0,0.202,0.373,78.165,4,funk
3gKpMKkrMUEJvONAhC8zmg,The Dirt Drifters,This Is My Blood,Just Got Tonight,17,221133,False,0.561,0.824,9,-4.584,1,0.0384,0.00265,2.06e-05,0.339,0.731,119.997,4,honky-tonk
1IjJAoJkJPnxTI5c4ZRzV4,Elba Ramalho;Alceu Valença,"O Grande Encontro 20 Anos: Alceu, Elba e Geraldo (Ao Vivo)",Ciranda da Rosa Vermelha - Ao Vivo,41,256000,False,0.626,0.723,7,-7.324,1,0.0536,0.565,0.0,0.49,0.456,98.053,4,mpb
3gnequQOQxh6VoZtUHCl8i,DA PUMP,Magical Babyrinth,Magical Babyrinth,41,208920,False,0.672,0.993,7,-1.381,1,0.14,0.115,0.0,0.25,0.615,138.961,4,j-dance
2Ew0ra3aPrn068zUTkTaAD,N'Klabe;Rey Ruiz,I Love Salsa (re-release),Quizas (feat. Rey Ruiz),27,298533,False,0.711,0.734,7,-6.161,1,0.0457,0.562,0.0,0.064,0.938,172.874,4,salsa
6VN9EGoTaW1iNcgc3YzDHp,Arlindo Cruz;Rogê Jose Cury,Batuques do Meu Lugar (Ao Vivo),Quero Balançar - Ao Vivo,37,256173,False,0.536,0.937,9,-7.202,0,0.183,0.566,0.0,0.931,0.608,110.639,4,samba
2hDtkP0ge2Gckcj7qi2NQ2,The Kills,Ash & Ice,Doing It To Death,52,247793,False,0.637,0.686,9,-8.03,1,0.0568,0.278,0.00702,0.0576,0.652,132.992,4,garage
0vqw3BCyNr3DDVBmjD21H8,Kaka,Libaas,Libaas,65,267029,False,0.794,0.753,10,-3.112,1,0.0609,0.543,0.0,0.12,0.906,159.965,4,pop
3xNZWi52CDRZgCleRfSvTw,salem ilese,(MORE) Unsponsored Content,PS5 - Xbox X Version,28,132272,False,0.753,0.566,0,-6.347,1,0.22,0.294,0.0,0.0718,0.574,87.899,4,indie-pop
7zRqBB7eV9MAiIzCY29NXE,Jill Johnson,JULPYNTA,Christmas Island,0,183600,False,0.677,0.432,0,-8.805,1,0.033,0.285,0.0,0.12,0.553,116.012,4,ska
6NNiVBkstx4zWrQVbEpZ8I,Nurettin Rençber,Eski Yara,Yürürüm,46,306013,False,0.344,0.42,5,-11.73,0,0.0454,0.605,2.11e-05,0.206,0.519,91.766,4,folk
0xLuApPQoEmMIx7VKE1QS8,Cliff Richard & The Shadows,40 Golden Greats,Bachelor Boy,35,122200,False,0.413,0.499,2,-10.709,1,0.0332,0.639,0.0,0.084,0.852,200.541,3,rockabilly
0OIG1Md2aT4k7uUCBXAnCO,Osvaldo Pugliese,Desde el alma,Patético,21,159053,False,0.516,0.435,10,-8.166,0,0.0491,0.937,0.784,0.445,0.56,126.926,4,tango
6c5rTtOsf4nYCABaiI0lFj,Regen zum Schlafen,Schlaf Regen Auf Fenster,Regen: Ruhiger Regen Auf Dem Fenster,36,201688,False,0.469,0.921,8,-14.928,1,0.0779,0.768,0.528,0.397,0.0623,113.422,4,sleep
2f0UOmjgQfTNG2IS9ppa9I,Sem Reznha,"Sem Reznha Acústico, Vol. 3",Hackearam-Me (Pagode) - Acústico,42,162368,False,0.501,0.46,5,-8.954,1,0.0498,0.584,0.0,0.109,0.823,76.443,4,pagode
2s4AbiaTKGrKldnICBxaWW,Dead by April,Dead by April,Promise Me,48,214493,False,0.408,0.939,11,-4.993,1,0.0531,0.000141,0.0,0.143,0.432,174.967,4,metalcore
0mLyX8kT2KIiivpvX52lzS,Klaus Badelt;Lisa Gerrard;Gavin Greenaway;The Lyndhurst Orchestra,Hans Zimmer: Epic Scores,"Elysium - From ""Gladiator"" Soundtrack",32,161493,False,0.156,0.0715,9,-25.107,1,0.0431,0.732,0.892,0.139,0.0374,81.138,5,german
6doSMlKtyUKzoTtuHSRfac,Above & Beyond;Zoë Johnston;Nourey,10 Years of Group Therapy (Part 2),Only A Few Things - Nourey Extended Mix,23,414330,False,0.771,0.619,1,-10.464,1,0.0567,0.0385,0.886,0.633,0.39,125.002,4,trance
2ecGP5xUE5126x6yHa7J6E,TOMORROW X TOGETHER,The Dream Chapter: ETERNITY,Can't You See Me?,67,201445,False,0.59,0.818,9,-2.988,0,0.0771,0.0584,0.0,0.205,0.664,139.925,4,k-pop
7M48LF8fjK8YSFB0cyrpD0,La Sonora Matancera,Descarga Sonora,Que Dichoso Es,32,166504,False,0.766,0.45,8,-12.777,1,0.0479,0.205,0.915,0.0764,0.887,100.749,4,salsa
0PkaVMW00sCAeiXd5mKIVb,Odd Shapes,Thousand Islands,Thousand Islands,28,203906,False,0.8,0.342,9,-18.103,1,0.0519,0.433,0.69,0.112,0.221,128.115,4,study
3KThRpXIa6uyM9AMBpfBjM,Müzeyyen Senar,Gelse O Şuh Meclise (Deluxe),Gündüzüm Seninle,39,187750,False,0.397,0.237,5,-13.597,1,0.0387,0.974,0.102,0.145,0.233,124.733,4,j-rock
3iVz8Y66X56jkJHhbIcBOL,Rata Blanca,Entre el Cielo y el Infierno,Jerusalén,22,455000,False,0.313,0.683,7,-15.873,1,0.0558,1.18e-05,0.897,0.224,0.192,120.01,4,heavy-metal
5vMVoATz4nfaWVxKJeLv7U,Sorriso Maroto,Riscos e Certezas,"Tá Bom, Aham",46,175746,False,0.74,0.812,11,-5.962,1,0.101,0.462,0.0,0.0823,0.951,168.126,4,pagode
14nCmHYgynAWAvOrB1vvOI,Anupam Roy,Ghare & Baire (Original Motion Picture Soundtrack),Hridoyer Rong,40,219585,False,0.609,0.669,6,-7.662,1,0.0581,0.628,8.45e-05,0.16,0.499,80.943,4,indie-pop
00QBHaaP4KUcjlmxWriMbC,Aitana;Morat,Más De Lo Que Aposté,Más De Lo Que Aposté,71,205031,False,0.621,0.918,1,-3.01,0,0.0552,0.0754,0.0,0.13,0.834,151.988,4,spanish
6hjGiP2FY6kdbZT8N86cDc,Natural White Noise Relaxation,Baby Sleep White Noise: Ultimate Album to Help Babies Sleep Through the Night,Natural Environment Sounds: To Improve Sleep and Help Insomnia Naturally (Be Stress Free),47,182746,False,0.103,0.86,1,-19.627,1,0.0595,0.548,0.94,0.123,0.0016,92.323,3,sleep
76w967eCBrUFBSzef2ExlK,Masaharu Fukuyama,東京にもあったんだ / 無敵のキミ,東京にもあったんだ,31,382786,False,0.376,0.702,3,-5.733,1,0.0299,0.00373,0.00116,0.138,0.241,134.817,4,acoustic
76IkF7pA7RscjDTvOFT4vb,Stefflon Don;French Montana,Hurtin' Me,Hurtin' Me,61,212815,False,0.535,0.794,0,-4.933,1,0.161,0.102,1.52e-05,0.144,0.799,203.712,4,dancehall
4hKN4RkKdl0bBjujmEeG1u,Joel Carlo,Inevitável / Solidão a Três (Buteco a Luz de Velas) [Ao Vivo],Inevitável / Solidão a Três (Buteco a Luz de Velas) - Ao Vivo,48,252471,False,0.365,0.489,0,-6.894,1,0.0405,0.477,0.0,0.122,0.513,153.59,4,sertanejo
1DXN9BShkC5oCnliOmdTFb,Bryce Fox;StayLoose,Horns (StayLoose Remix),Horns (StayLoose Remix),50,204000,False,0.324,0.887,6,-3.267,0,0.585,0.0727,0.0,0.195,0.429,159.303,4,blues
6REeeIqHCptiIsfzInGxb5,Hillsong Worship;Benjamin William Hastings,These Same Skies (Live),That's The Power - Live,43,274533,False,0.454,0.635,10,-8.286,1,0.0331,0.0103,0.0,0.233,0.0931,148.169,4,world-music
14GkOLSlvq2Q09fFbIgK2u,Yusei,Beyond Your Imagination,Something Like a Love Song,13,293403,False,0.492,0.416,0,-11.569,1,0.393,0.925,0.856,0.15,0.468,67.202,3,chill
6EqWTM2gxDbhqqXfcxdMv8,Edward Maya;Vika Jigulina,Stereo Love,Stereo Love,51,249244,False,0.763,0.84,9,-3.907,1,0.0354,0.0451,0.00435,0.104,0.349,127.046,4,house
1WbZ7ZmDVARABHF2isuWF7,The Minions,Despicable Me 3 (Original Motion Picture Soundtrack),Papa Mama Loca Pipa,54,89480,False,0.753,0.922,3,-5.154,1,0.0771,0.755,0.0711,0.142,0.87,97.36,4,children
3pvReRsxPJ4OBGRj6mrHD4,DLG,Lo Esencial,A Veces Me Pregunto,29,290266,False,0.594,0.694,10,-6.982,0,0.0529,0.583,1.32e-06,0.167,0.512,95.711,4,salsa
71Cs5JzxoktaAj0MHK5A2U,YUNGBLUD,Fast & Furious Presents: Hobbs & Shaw (Original Motion Picture Soundtrack),Time In A Bottle,45,275826,False,0.313,0.571,2,-5.607,1,0.0352,0.0306,0.0,0.567,0.163,137.109,3,british
4XagF7r7V0Y7Aj5lNkseuD,Stam1na;Anna Eriksson,Taival,Gaian lapsi (feat. Anna Eriksson),36,200446,False,0.354,0.956,2,-4.028,1,0.0991,0.000161,0.000602,0.179,0.503,142.855,4,heavy-metal
6zrW1mHEwK4D2kRBGiZwgm,From The Vastland,The Haft Khan,Khan e Dovom,1,373250,False,0.203,0.882,3,-7.97,0,0.093,1.73e-05,0.892,0.11,0.107,119.978,4,iranian
14rSIgekMulAiaXhvGfWvt,Moonbootica;Ante Perry,Urban Artistic Music Issue 45,Blow Your Cool - Extended Mix,0,378388,False,0.785,0.875,1,-5.983,1,0.0608,0.000107,0.686,0.0506,0.774,122.997,4,minimal-techno
6E615RDRMHFQ586xKOobH7,Rachel Reis,Meu Esquema,Bota Pagodão Ponto Net,42,201600,False,0.765,0.724,9,-7.143,0,0.0368,0.0805,0.323,0.0819,0.783,125.032,4,mpb
4ZAerT2NicBmzZ4VkpmWEn,ILLENIUM;RUNN,Awake,Free Fall,51,205970,False,0.429,0.525,2,-4.399,1,0.0382,0.458,6.35e-05,0.124,0.228,133.897,4,dub
5uRFb0wGpbK65eLgTLD814,Chico Buarque,Paratodos,Paratodos,41,172333,False,0.523,0.395,2,-12.76,1,0.0378,0.608,0.0,0.0612,0.393,90.624,4,mpb
2eBi0bRnXyVEtAvPMT6VLT,Almafuerte,En Vivo Obras,El Amasijo de un Gran Sueño - En Vivo,24,250464,False,0.197,0.903,4,-4.858,1,0.0472,0.00301,0.18,0.839,0.549,98.257,4,heavy-metal
7z2DKGAsPPdxOwTzMaVYD4,Tamio Okuda,Bullet Train (Original Motion Picture Soundtrack),Kill Me Pretty,47,160466,False,0.432,0.796,7,-7.262,1,0.0606,0.000153,0.00209,0.266,0.271,141.868,4,acoustic
4QhNZY9TnOQ4TFhE87nm38,Keyakizaka46,永遠より長い一瞬 ~あの頃、確かに存在した私たち~(Complete Edition),誰がその鐘を鳴らすのか?,27,246466,False,0.371,0.803,2,-4.649,1,0.0805,0.0647,0.0,0.111,0.655,72.69,4,j-idol
2BvE8TIcnVDzhBfnHY768m,Endank Soekamti,Aku Cinta Kau Dan Dia,Aku Cinta Kau Dan Dia,38,289937,False,0.372,0.937,2,-4.282,1,0.0554,0.000924,0.000231,0.108,0.572,110.634,5,punk-rock
6wdT1ioy3SlobYfXJRUG1y,Şam,P.O.P Mixtape pt.1,Efsane,45,143949,False,0.585,0.46,3,-9.54,0,0.114,0.728,0.0,0.109,0.0921,112.273,4,turkish
6OEHLXWw1PDfhbJLbNRi94,Lindsay Mendez;Ben Crawford,35MM: A Musical Exhibition (Original Cast Recording),Make Me Happy,26,137053,False,0.713,0.639,10,-5.769,1,0.05,0.423,0.0,0.129,0.944,92.072,4,show-tunes
4lByHXTvSJCBQ68prrb1QQ,The Crystal Method,Legion of Boom,The American Way,13,267049,False,0.734,0.625,10,-7.676,0,0.0396,0.0554,0.784,0.143,0.558,95.986,4,breakbeat
6HQnsvDOLnbelGMgihlSvp,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),Pomocy!,24,147520,False,0.246,0.0569,7,-27.911,1,0.0353,0.957,0.945,0.0745,0.034,74.791,4,disney
4iQnJ1nbzIqRirVI1Q2ig8,Said The Sky,Sentiment,Treading Water,48,213124,False,0.345,0.471,4,-8.184,1,0.0579,0.681,3.09e-05,0.155,0.312,184.112,4,dub
4LvFLs0F7c2YgmgkH6X8nh,Dead Heat,World At War,2 Cents,28,150744,False,0.38,0.958,10,-4.08,0,0.0582,0.000265,0.0117,0.0571,0.694,78.833,4,hardcore
0jitsmziKMI9MpzENnB0Tc,ILLENIUM;BANNERS,Fallen Embers (Deluxe Version),Hurts Like This,49,238095,False,0.617,0.795,1,-4.567,0,0.0955,0.0411,0.0,0.0898,0.415,126.06,4,dub
0ADe2PKjM0Y9qro21bqTou,Hillsong Em Português,quão lindo esse nome.,Vasos Quebrados (Sublime Graça),39,571453,False,0.437,0.358,7,-8.832,1,0.0261,0.232,0.0159,0.108,0.0932,140.933,4,gospel
5Ag2HVfyE4rzXa8ba47Qqo,The Lemonheads,Varshons 2,Abandoned,21,220306,False,0.444,0.545,0,-6.574,1,0.0284,0.0391,0.000356,0.184,0.382,126.728,4,power-pop
7tIJDktakabGoHjwTTa35W,Miso,Take Me,Take Me,55,257647,False,0.756,0.426,1,-8.75,0,0.0745,0.504,0.0394,0.0884,0.355,135.96,4,chill
0fzmhN3dop77DGQmcsi5MJ,Upchurch,Creeker,Bells,42,203882,True,0.528,0.795,1,-5.093,1,0.039,0.00458,0.000264,0.125,0.539,166.007,4,country
1PxTEtkxNSdMYCoo7tHVie,Gusttavo Lima,"Falando de Amor, Vol. 1",Cada Volta é um Recomeço,52,227033,False,0.634,0.9,11,-4.149,1,0.0748,0.164,0.0,0.147,0.766,182.04,4,sertanejo
52yEkn1b6BiOZad3x7x6PP,Django Reinhardt,Djangologie Vol9 / 1939 - 1940,I'll See You in My Dreams,50,153333,False,0.765,0.522,5,-12.037,1,0.0339,0.931,0.913,0.102,0.84,112.747,4,guitar
4OROzZUy6gOWN4UGQVaZMF,Iron Maiden,Piece of Mind (2015 Remaster),The Trooper - 2015 Remaster,75,252733,False,0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,4,hard-rock
10366E7kt5R1lTzz1vfENZ,FACE,REVENGE,Забирай всё что хочешь,53,204878,True,0.747,0.758,0,-5.524,1,0.105,0.0205,0.0,0.11,0.491,144.987,4,emo
1bkmZHVkSSi4b23FkImDq3,Dilsinho;Sorriso Maroto,Juntos (Ao Vivo),Um Te Amo de Distância / Juntos - Ao Vivo,48,201426,False,0.379,0.807,6,-5.672,1,0.0465,0.419,0.0,0.955,0.663,144.665,4,pagode
5yqqnmNqpmF5zEio1PixnA,Nomadic Voice;Melvin,Kali Mari,Kali Mari,30,179357,True,0.841,0.561,0,-8.812,0,0.172,0.141,0.0,0.358,0.162,140.017,4,malay
2Qw1KFrJ1q6qHXxWGh51kC,Boyce Avenue,"Cover Sessions, Vol. 3",A Thousand Years,56,263710,False,0.41,0.221,5,-11.673,1,0.0315,0.768,0.0,0.106,0.228,139.529,3,acoustic
0B9U02XhMpK0N0vbuboKgc,Modern Talking,Let's Talk About Love,With a Little Love,48,213240,False,0.74,0.615,2,-13.55,0,0.0295,0.335,0.0138,0.328,0.961,117.291,4,synth-pop
2bP9oZ2M09JjMCnYtyTDez,MC Rhamon;Mc Galvão;DJ Alle Mark,Vale da Sombra,Vale da Sombra,45,234352,False,0.589,0.487,11,-5.89,1,0.39,0.274,0.0,0.113,0.62,169.888,4,funk
0tgHbR3DP2EaJMhYkvszQ6,Living Room,"Calm Seas and Palm Trees, Vol. 4",Ganja Tribe - Original Mix,0,244578,False,0.669,0.579,8,-10.042,1,0.032,0.29,0.671,0.113,0.135,94.97,4,jazz
4IobGgSRBLAawpbXZAZztg,Frédéric Chopin;Makiko Takeda,Refreshing Piano,"Impromptu No. 1 in A-Flat Major, Op. 29",0,205706,False,0.245,0.0282,8,-30.836,1,0.0392,0.993,0.927,0.0976,0.137,92.531,4,classical
